timestamp,dateofrequest,inquirytype,howcontacted,researchtype,servicetimeminutes,datecompleted
2020-06-09 16:38:49,2020-06-09,Public,Telephone,Other,5,2020-06-09
2020-06-10 9:34:52,2020-06-10,Public,Social Media,Genealogy,15,2020-06-10
2020-06-10 11:05:52,2020-06-10,Public,Telephone,Other,5,2020-06-10
2020-06-10 11:06:34,2020-06-09,City Government Department,Email,Building or landscape research,10,2020-06-10
2020-06-10 11:07:25,2020-06-09,City Government Department,Email,Building or landscape research,10,2020-06-10
2020-06-10 11:09:03,2020-06-08,Public,Telephone,General historical research,5,2020-06-08
2020-06-10 11:18:13,2020-06-10,Public,Email,General historical research,20,2020-06-10
2020-06-10 13:09:53,2020-06-09,Public,Email,Environmental research,10,2020-06-10
2020-06-10 14:27:10,2020-06-10,Public,Telephone,Building or landscape research,5,2020-06-10
2020-06-10 14:28:15,2020-06-10,Public,Email,Building or landscape research,45,2020-06-10
2020-06-10 15:36:15,2020-06-10,Public,Telephone,Building or landscape research,5,2020-06-10
2020-06-10 15:37:19,2020-06-10,Public,Telephone,Transcript request/Education verification,5,2020-06-10
2020-06-10 16:23:33,2020-06-10,Public,Email,Building or landscape research,45,2020-06-10
2020-06-11 13:46:57,2020-06-11,Public,Telephone,Vital records,5,2020-06-11
2020-06-11 15:03:06,2020-06-11,Public,Telephone,General historical research,15,2020-06-11
2020-06-12 10:03:51,2020-06-12,Public,Telephone,Building or landscape research,15,2020-06-12
2020-06-12 10:05:36,2020-06-12,Public,Email,"Journalism (newspaper, magazine, television, web news source)",10,2020-06-12
2020-06-12 10:34:55,2020-06-12,Public,Email,Genealogy,10,2020-06-12
2020-06-12 13:38:46,2020-06-12,Public,Telephone,"Journalism (newspaper, magazine, television, web news source)",30,2020-06-12
2020-06-12 14:34:40,2020-06-12,Public,Telephone,Building or landscape research,5,2020-06-12
2020-06-12 14:52:07,2020-06-12,Public,Telephone,Legal research,,2020-06-12
2020-06-15 9:42:32,2020-06-15,Public,Telephone,Genealogy,25,2020-06-15
2020-06-15 11:39:15,2020-06-15,Public,Email,General historical research,15,2020-06-15
2020-06-15 11:50:06,2020-06-15,Public,Email,Genealogy,10,2020-06-15
2020-06-15 13:12:54,2020-06-15,Public,Telephone,Vital records,5,2020-06-15
2020-06-15 13:13:44,2020-06-15,Public,Email,Building or landscape research,45,2020-06-15
2020-06-15 15:12:51,2020-06-15,Public,Email,Film (documentary or feature),10,2020-06-15
2020-06-15 16:12:17,2020-06-15,City Government Department,Email,Building or landscape research,75,2020-06-15
2020-06-15 16:13:12,2020-06-15,Public,Email,Environmental research,20,2020-06-15
2020-06-16 9:27:17,2020-06-16,Public,Email,Environmental research,5,2020-06-16
2020-06-16 11:31:15,2020-06-16,State Government Department,Email,Other,10,2020-06-16
2020-06-16 15:35:43,2020-06-16,Public,Telephone,Legal research,10,2020-06-16
2020-06-16 15:37:46,2020-06-16,Public,Email,Transcript request/Education verification,15,2020-06-16
2020-06-16 15:41:32,2020-06-16,Public,Email,Copyright inquiry,10,2020-06-16
2020-06-17 10:50:56,2020-06-17,Public,Email,Vital records,15,2020-06-17
2020-06-17 11:09:14,2020-06-17,Public,Email,General historical research,10,2020-06-17
2020-06-17 11:20:58,2020-06-17,Public,Email,General historical research,10,2020-06-17
2020-06-17 11:36:59,2020-06-17,City Government Department,Email,General historical research,20,2020-06-17
2020-06-17 11:38:17,2020-06-17,City Government Department,Email,Legal research,60,2020-06-17
2020-06-17 13:08:41,2020-06-17,Public,Email,Building or landscape research,20,2020-06-17
2020-06-17 13:16:55,2020-06-17,Public,Email,Building or landscape research,10,2020-06-17
2020-06-17 15:11:51,2020-06-17,Public,Telephone,Vital records,5,2020-06-17
2020-06-17 15:45:49,2020-06-17,Public,Telephone,Other,5,2020-06-17
2020-06-17 15:58:38,2020-06-17,Public,Email,Graduate academic research,15,2020-06-17
2020-06-17 16:07:16,2020-06-17,Public,Email,General historical research,5,2020-06-17
2020-06-17 16:09:31,2020-06-17,Public,Email,Other,5,2020-06-17
2020-06-18 10:16:29,2020-06-18,Public,Telephone,Vital records,5,2020-06-18
2020-06-18 13:46:59,2020-06-18,Public,Email,General historical research,15,2020-06-18
2020-06-18 15:11:16,2020-06-18,Public,Email,Building or landscape research,,2020-06-18
2020-06-18 15:34:18,2020-06-18,Public,Telephone,General historical research,20,2020-06-18
2020-06-18 16:06:37,2020-06-18,Public,Email,Vital records,5,2020-06-18
2020-06-19 8:39:45,2020-06-19,Public,Email,Other,,2020-06-19
2020-06-19 11:10:01,2020-06-19,Public,Email,"Journalism (newspaper, magazine, television, web news source)",10,2020-06-19
2020-06-19 14:11:57,2020-06-19,City Government Department,Email,Legal research,10,2020-06-19
2020-06-19 15:04:22,2020-06-19,Public,Email,Building or landscape research,10,2020-06-19
2020-06-19 15:11:42,2020-06-18,Public,Email,General historical research,10,2020-06-19
2020-06-22 10:05:20,2020-06-22,Public,Telephone,Vital records,5,2020-06-22
2020-06-22 13:05:24,2020-06-22,Public,Email,Building or landscape research,30,2020-06-22
2020-06-22 15:07:33,2020-06-19,Public,Email,Vital records,10,2020-06-22
2020-06-22 15:48:59,2020-06-22,Public,Telephone,Other,5,2020-06-22
2020-06-22 15:53:18,2020-06-22,City Government Department,Email,General historical research,25,2020-06-22
2020-06-23 9:45:47,2020-06-22,Public,Email,General historical research,10,2020-06-23
2020-06-23 12:20:26,2020-06-23,Public,Telephone,Building or landscape research,5,2020-06-23
2020-06-23 12:22:06,2020-06-22,City Government Department,Email,General historical research,60,2020-06-23
2020-06-23 12:23:43,2020-06-22,City Government Department,Telephone,General historical research,10,2020-06-23
2020-06-23 12:30:52,2020-06-23,Public,Telephone,Genealogy,10,2020-06-23
2020-06-24 11:35:26,2020-06-24,Public,Telephone,General historical research,20,2020-06-24
2020-06-24 11:36:49,2020-06-24,City Government Department,Email,Legal research,15,2020-06-24
2020-06-24 13:06:38,2020-06-24,City Government Department,Email,Building or landscape research,5,2020-06-24
2020-06-24 16:11:38,2020-06-24,Public,Email,Other,5,2020-06-24
2020-06-25 11:17:30,2020-06-25,Public,Email,Environmental research,15,2020-06-25
2020-06-25 12:30:28,2020-06-25,City Government Department,Email,Legal research,30,2020-06-25
2020-06-25 13:47:35,2020-06-25,Public,Telephone,General historical research,5,2020-06-25
2020-06-25 13:48:03,2020-06-25,Public,Telephone,Vital records,5,2020-06-25
2020-06-25 16:27:27,2020-06-25,Public,Email,Vital records,5,2020-06-25
2020-06-29 9:54:38,2020-06-29,Public,Telephone,Vital records,5,2020-06-29
2020-06-29 14:15:29,2020-06-29,Public,Telephone,Building or landscape research,10,2020-06-29
2020-06-29 15:16:49,2020-06-27,Public,Email,Building or landscape research,15,2020-06-29
2020-06-29 15:20:32,2020-06-29,Public,Telephone,Building or landscape research,30,2020-06-29
2020-06-30 9:08:07,2020-06-29,Federal Government Department,Email,Other,10,2020-06-30
2020-06-30 9:54:10,2020-06-29,Public,Email,Graduate academic research,10,2020-06-30
2020-06-30 15:32:13,2020-06-30,Public,Email,Building or landscape research,5,2020-06-30
2020-07-01 10:10:34,2020-07-01,Public,Telephone,Vital records,5,2020-07-01
2020-07-01 10:15:49,2020-07-01,Public,Telephone,Building or landscape research,5,2020-07-01
2020-07-01 10:17:38,2020-07-01,Public,Telephone,Building or landscape research,,2020-07-01
2020-07-01 10:40:30,2020-05-21,Public,Email,Genealogy,60,2020-07-01
2020-07-01 11:05:00,2020-07-01,Public,Email,Building or landscape research,20,2020-07-01
2020-07-01 13:56:08,2020-06-04,Public,Email,Graduate academic research,60,2020-07-01
2020-07-02 9:44:16,2020-07-01,Public,Email,General historical research,10,2020-07-02
2020-07-02 9:58:05,2020-06-30,Public,Email,Genealogy,5,2020-07-02
2020-07-02 10:20:22,2020-06-30,Public,Email,Building or landscape research,30,2020-07-01
2020-07-02 10:25:04,2020-06-30,Public,Email,Genealogy,5,2020-07-01
2020-07-06 9:05:16,2020-06-04,Public,Email,Graduate academic research,60,2020-07-01
2020-07-06 9:28:53,2020-07-04,Public,Email,General historical research,10,2020-07-06
2020-07-06 9:43:35,2020-07-06,Public,Telephone,Building or landscape research,5,2020-07-06
2020-07-06 9:58:45,2020-07-05,Public,Email,General historical research,10,2020-07-06
2020-07-06 11:06:32,2020-07-06,Public,Telephone,Building or landscape research,10,2020-07-06
2020-07-06 11:07:16,2020-07-06,Public,Email,Graduate academic research,10,2020-07-06
2020-07-06 11:49:50,2020-05-19,Public,Email,Building or landscape research,90,2020-07-06
2020-07-06 11:58:58,2020-05-14,Public,Email,Genealogy,20,2020-07-06
2020-07-06 13:45:10,2020-07-06,Public,Email,Graduate academic research,5,2020-07-06
2020-07-06 13:49:36,2020-07-02,Public,Email,Genealogy,5,2020-07-06
2020-07-06 14:51:15,2020-07-06,Public,Email,Genealogy,5,2020-07-06
2020-07-06 15:05:50,2020-07-02,Federal Government Department,Email,General historical research,60,2020-07-06
2020-07-06 15:07:02,2020-07-06,Public,Telephone,Genealogy,5,2020-07-06
2020-07-06 15:17:25,2020-07-01,Public,Email,Copyright inquiry,5,2020-07-06
2020-07-06 16:02:49,2020-07-06,Public,Email,General historical research,10,2020-07-06
2020-07-06 16:05:55,2020-07-02,Public,Email,Graduate academic research,30,2020-07-06
2020-07-07 9:53:18,2020-07-07,Public,Email,Genealogy,25,2020-07-07
2020-07-07 10:12:24,2020-07-06,Public,Email,General historical research,5,2020-07-07
2020-07-07 11:14:27,2020-07-07,City Government Department,Email,Transcript request/Education verification,10,2020-07-07
2020-07-07 11:15:13,2020-07-07,Public,Email,Transcript request/Education verification,10,2020-07-07
2020-07-07 11:16:26,2020-07-07,Public,Email,Environmental research,15,2020-07-07
2020-07-07 11:58:26,2020-07-07,Public,Email,Genealogy,25,2020-07-07
2020-07-07 11:59:21,2020-07-07,Public,Telephone,Building or landscape research,5,2020-07-07
2020-07-07 12:01:11,2020-07-07,Public,Email,Graduate academic research,60,2020-07-07
2020-07-07 12:01:54,2020-07-07,Public,Telephone,Vital records,5,2020-07-07
2020-07-07 12:02:46,2020-07-07,Public,Email,Copyright inquiry,5,2020-07-07
2020-07-07 13:36:13,2020-07-07,Public,Email,Building or landscape research,45,2020-07-07
2020-07-07 13:50:08,2020-07-07,Public,Telephone,General historical research,15,2020-07-07
2020-07-07 14:47:55,2020-07-07,City Government Department,Email,Building or landscape research,15,2020-07-07
2020-07-07 14:53:11,2020-07-07,Public,Email,Building or landscape research,25,2020-07-07
2020-07-08 9:24:40,2020-07-07,Public,Email,Copyright inquiry,10,2020-07-08
2020-07-08 9:29:43,2020-07-07,Public,Email,Genealogy,20,2020-07-08
2020-07-08 9:55:42,2020-07-08,City Government Department,Telephone,General historical research,15,2020-07-08
2020-07-08 10:18:02,2020-07-08,City Government Department,Email,Building or landscape research,10,2020-07-08
2020-07-08 10:30:37,2020-07-08,Public,Telephone,Graduate academic research,20,2020-07-08
2020-07-08 12:13:51,2020-07-06,Public,Email,Genealogy,20,2020-07-08
2020-07-08 13:03:03,2020-07-08,Public,Telephone,Building or landscape research,5,2020-07-08
2020-07-08 13:26:43,2020-06-17,Public,Email,General historical research,20,2020-07-08
2020-07-08 15:47:12,2020-07-06,Public,Email,Legal research,10,2020-07-08
2020-07-08 16:00:22,2020-07-08,Public,Email,Transcript request/Education verification,5,2020-07-08
2020-07-08 16:37:56,2020-07-08,Public,Telephone,Vital records,5,2020-07-08
2020-07-08 16:38:38,2020-07-08,Public,Telephone,Undergraduate academic research,5,2020-07-08
2020-07-08 16:39:07,2020-07-08,Public,Telephone,Vital records,5,2020-07-08
2020-07-08 16:39:47,2020-07-08,Public,Telephone,Building or landscape research,5,2020-07-08
2020-07-08 16:40:54,2020-07-08,City Government Department,Email,Legal research,10,2020-07-08
2020-07-09 10:05:33,2020-07-09,Public,Email,Building or landscape research,5,2020-07-09
2020-07-09 10:41:23,2020-07-09,Public,Email,Transcript request/Education verification,10,2020-07-09
2020-07-09 10:59:43,2020-07-09,Public,Email,Building or landscape research,45,2020-07-09
2020-07-09 11:00:27,2020-07-09,City Government Department,Email,Building or landscape research,10,2020-07-09
2020-07-09 13:31:28,2020-07-09,City Government Department,Email,Legal research,60,2020-07-09
2020-07-09 14:02:06,2020-07-09,City Government Department,Email,Legal research,15,2020-07-09
2020-07-09 15:01:49,2020-07-08,Public,Email,Legal research,180,2020-07-09
2020-07-09 15:02:22,2020-07-09,Public,Telephone,Vital records,5,2020-07-09
2020-07-09 15:02:58,2020-07-09,Public,Telephone,Transcript request/Education verification,5,2020-07-09
2020-07-09 15:18:05,2020-07-09,City Government Department,Email,Legal research,20,2020-07-09
2020-07-09 15:29:19,2020-07-09,Public,Email,Transcript request/Education verification,25,2020-07-09
2020-07-09 16:06:43,2020-07-09,Public,Email,Genealogy,10,2020-07-09
2020-07-09 16:19:59,2020-07-09,Public,Email,Transcript request/Education verification,5,2020-07-09
2020-07-10 10:52:59,2020-07-10,Public,Email,Copyright inquiry,15,2020-07-10
2020-07-10 11:04:09,2020-07-10,Public,Email,Transcript request/Education verification,15,2020-07-10
2020-07-13 10:26:10,2020-03-31,Public,Email,Genealogy,20,2020-07-13
2020-07-13 10:31:03,2020-06-05,Public,Email,Genealogy,15,2020-07-13
2020-07-13 10:36:55,2020-05-04,Public,Email,Genealogy,20,2020-07-13
2020-07-13 13:27:33,2020-07-13,Public,Telephone,Legal research,10,2020-07-13
2020-07-13 16:03:39,2020-05-20,Public,Email,Genealogy,20,2020-07-13
2020-07-14 10:27:18,2020-07-13,City Government Department,Email,General historical research,30,2020-07-13
2020-07-14 10:27:52,2020-07-14,Public,Telephone,Transcript request/Education verification,5,2020-07-14
2020-07-14 10:28:31,2020-07-14,City Government Department,Email,Building or landscape research,10,2020-07-14
2020-07-14 10:32:58,2020-07-14,Public,Email,Environmental research,15,2020-07-14
2020-07-14 11:29:49,2020-07-14,Public,Telephone,Vital records,5,2020-07-14
2020-07-14 11:37:21,2020-07-14,Public,Email,Vital records,5,2020-07-14
2020-07-14 11:56:42,2020-07-10,Public,Email,Graduate academic research,40,2020-07-14
2020-07-14 12:03:09,2020-07-08,Public,Email,Graduate academic research,30,2020-07-14
2020-07-14 12:07:03,2020-07-10,Public,Email,Graduate academic research,10,2020-07-14
2020-07-14 15:17:09,2020-07-14,Public,Telephone,Building or landscape research,30,2020-07-14
2020-07-14 15:17:48,2020-07-14,Public,Telephone,Other,5,2020-07-14
2020-07-14 15:31:45,2020-07-14,Public,Email,Building or landscape research,45,2020-07-14
2020-07-14 16:16:40,2020-07-14,Public,Email,Film (documentary or feature),20,2020-07-14
2020-07-14 16:17:00,2020-07-14,Public,Telephone,General historical research,30,2020-07-14
2020-07-15 9:01:56,2020-07-14,Public,Telephone,Vital records,5,2020-07-15
2020-07-15 10:29:16,2020-07-13,Public,Email,Genealogy,20,2020-07-15
2020-07-15 10:33:27,2020-07-13,Public,Email,Genealogy,20,2020-07-15
2020-07-15 12:36:33,2020-07-15,Public,Email,Genealogy,45,2020-07-15
2020-07-15 13:13:04,2020-07-14,Public,Email,Vital records,5,2020-07-14
2020-07-15 13:14:52,2020-07-09,Public,Email,Transcript request/Education verification,5,2020-07-13
2020-07-15 13:43:01,2020-07-14,Public,Email,Graduate academic research,10,2020-07-15
2020-07-15 13:45:20,2020-07-15,Public,Telephone,Vital records,5,2020-07-15
2020-07-15 13:57:21,2020-07-15,Public,Email,Genealogy,20,2020-07-15
2020-07-15 14:08:39,2020-07-15,Public,Email,Film (documentary or feature),60,2020-07-15
2020-07-15 14:10:48,2020-07-15,Public,Telephone,Vital records,5,2020-07-15
2020-07-15 14:13:16,2020-07-15,Public,Email,Genealogy,5,2020-07-15
2020-07-16 10:32:58,2020-07-16,City Government Department,Email,Transcript request/Education verification,15,2020-07-16
2020-07-16 12:35:43,2020-07-16,Public,Telephone,Book or academic article,15,2020-07-16
2020-07-16 12:50:33,2020-07-15,Public,Email,Copyright inquiry,10,2020-07-16
2020-07-16 12:57:06,2020-07-14,Public,Email,Undergraduate academic research,120,2020-07-16
2020-07-16 13:08:43,2020-07-15,Public,Email,Graduate academic research,10,2020-07-16
2020-07-16 13:15:07,2020-07-15,Public,Email,Graduate academic research,5,2020-07-16
2020-07-16 14:27:26,2020-07-16,City Government Department,Email,Vital records,20,2020-07-16
2020-07-16 16:34:22,2020-07-16,Public,Email,Genealogy,20,2020-07-16
2020-07-17 9:05:06,2020-07-17,Public,Email,Copyright inquiry,15,2020-07-17
2020-07-17 9:50:14,2020-07-17,Public,Email,Building or landscape research,5,2020-07-17
2020-07-17 15:32:10,2020-07-17,City Government Department,,Transcript request/Education verification,15,2020-07-17
2020-07-20 9:40:53,2020-07-17,Public,Email,Legal research,5,2020-07-20
2020-07-20 9:48:13,2020-07-17,Public,Email,Vital records,5,2020-07-20
2020-07-20 9:57:45,2020-07-14,Public,Email,General historical research,30,2020-07-17
2020-07-20 10:31:57,2020-07-23,Public,Email,Environmental research,15,2020-07-20
